page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),2.291.900,2.670.100,3.048.200
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),3.849.700,4.484.900,5.120.100
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),5.242.000,6.106.900,6.971.900
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),3.044.300,3.546.600,4.048.900
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),4.152.200,4.837.300,5.522.400
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),5.747.500,6.695.900,7.644.200
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),2.642.000,3.077.900,3.513.800
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),3.289.800,3.832.600,4.375.500
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),3.511.100,4.090.400,4.669.700
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),1.882.600,2.193.300,2.503.900
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,1,A-4-13-II,INFEKSI VIRAL & NON-BAKTERIAL LAIN (SEDANG),2.393.200,2.788.100,3.183.000
148,50.0,106.0,534.1,779.4,-148- TARIF INA-CBG REGIONAL 1 RUMAH SAKIT KELAS C PEMERINTAH RAWAT INAP,,,,,12,A-4-13-III,INFEKSI VIRAL & NON-BAKTERIAL LAIN (BERAT),2.872.100,3.346.000,3.819.900
