page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,col_0,ALAT,col_2,TARIF (Rp),KETENTUAN
24,170.2,367.1,524.5,847.9,"-24- (3) Penggantian biaya pelayanan ambulans sebagaimana dimaksud pada ayat (1) dan ayat (2) sesuai dengan standar tarif ambulans yang ditetapkan oleh Pemerintah Daerah. (4) Dalam hal belum terdapat tarif dasar ambulans yang ditetapkan oleh Pemerintah Daerah setempat, tarif ambulans dibayarkan mengacu pada standar tarif yang berlaku pada Pemerintah Daerah terdekat dengan karakteristik geografis yang setara. (5) Tarif pelayanan ambulans sebagaimana dimaksud pada ayat (3) dibayarkan oleh BPJS Kesehatan kepada FKRTL yang merujuk. (6) Ketentuan mengenai tata cara pembayaran klaim untuk pelayanan ambulans antar FKRTL diatur dengan Peraturan BPJS Kesehatan. Pasal 47 Tarif Non INA-CBG alat bantu kesehatan sebagaimana dimaksud dalam Pasal 36 ayat (1) huruf j ditetapkan sebagai berikut:",,,PEMERINTAH,,,KESEHATAN,,,
24,170.2,367.1,524.5,847.9,"-24- (3) Penggantian biaya pelayanan ambulans sebagaimana dimaksud pada ayat (1) dan ayat (2) sesuai dengan standar tarif ambulans yang ditetapkan oleh Pemerintah Daerah. (4) Dalam hal belum terdapat tarif dasar ambulans yang ditetapkan oleh Pemerintah Daerah setempat, tarif ambulans dibayarkan mengacu pada standar tarif yang berlaku pada Pemerintah Daerah terdekat dengan karakteristik geografis yang setara. (5) Tarif pelayanan ambulans sebagaimana dimaksud pada ayat (3) dibayarkan oleh BPJS Kesehatan kepada FKRTL yang merujuk. (6) Ketentuan mengenai tata cara pembayaran klaim untuk pelayanan ambulans antar FKRTL diatur dengan Peraturan BPJS Kesehatan. Pasal 47 Tarif Non INA-CBG alat bantu kesehatan sebagaimana dimaksud dalam Pasal 36 ayat (1) huruf j ditetapkan sebagai berikut:",,,PEMERINTAH,,Kacamata,,,"1. PBI/Hak rawat kelas 3: Rp165.000,00 2. Hak rawat kelas 2: Rp220.000,00 3. Hak rawat kelas 1: Rp330.000,00","1. Diberikan paling cepat 2 (dua) tahun sekali 2. Indikasi medis minimal -Sferis 0,5D -Silindris 0,25D 3. Diberikan berdasarkan resep dari dokter spesialis mata"
24,170.2,367.1,524.5,847.9,"-24- (3) Penggantian biaya pelayanan ambulans sebagaimana dimaksud pada ayat (1) dan ayat (2) sesuai dengan standar tarif ambulans yang ditetapkan oleh Pemerintah Daerah. (4) Dalam hal belum terdapat tarif dasar ambulans yang ditetapkan oleh Pemerintah Daerah setempat, tarif ambulans dibayarkan mengacu pada standar tarif yang berlaku pada Pemerintah Daerah terdekat dengan karakteristik geografis yang setara. (5) Tarif pelayanan ambulans sebagaimana dimaksud pada ayat (3) dibayarkan oleh BPJS Kesehatan kepada FKRTL yang merujuk. (6) Ketentuan mengenai tata cara pembayaran klaim untuk pelayanan ambulans antar FKRTL diatur dengan Peraturan BPJS Kesehatan. Pasal 47 Tarif Non INA-CBG alat bantu kesehatan sebagaimana dimaksud dalam Pasal 36 ayat (1) huruf j ditetapkan sebagai berikut:",,,PEMERINTAH,,Alat bantu dengar,,,"Maksimal Rp1.100.000,00",1. Diberikan paling cepat 5 (lima) tahun sekali atas indikasi medis tanpa membedakan satu/dua telinga dan untuk telinga yang sama 2. Diberikan berdasarkan resep dari dokter spesialis THT
24,170.2,367.1,524.5,847.9,"-24- (3) Penggantian biaya pelayanan ambulans sebagaimana dimaksud pada ayat (1) dan ayat (2) sesuai dengan standar tarif ambulans yang ditetapkan oleh Pemerintah Daerah. (4) Dalam hal belum terdapat tarif dasar ambulans yang ditetapkan oleh Pemerintah Daerah setempat, tarif ambulans dibayarkan mengacu pada standar tarif yang berlaku pada Pemerintah Daerah terdekat dengan karakteristik geografis yang setara. (5) Tarif pelayanan ambulans sebagaimana dimaksud pada ayat (3) dibayarkan oleh BPJS Kesehatan kepada FKRTL yang merujuk. (6) Ketentuan mengenai tata cara pembayaran klaim untuk pelayanan ambulans antar FKRTL diatur dengan Peraturan BPJS Kesehatan. Pasal 47 Tarif Non INA-CBG alat bantu kesehatan sebagaimana dimaksud dalam Pasal 36 ayat (1) huruf j ditetapkan sebagai berikut:",,,PEMERINTAH,,Protesa alat gerak,,,"Maksimal Rp2.750.000,00",1. Protesa alat gerak adalah: a. kaki palsu
