page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),3.029.500,3.529.300,4.029.200
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),5.088.500,5.928.100,6.767.700
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),6.928.900,8.072.200,9.215.500
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),4.024.000,4.687.900,5.351.900
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),5.290.600,6.163.600,7.036.500
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),7.029.000,8.188.800,9.348.600
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),2.859.200,3.331.000,3.802.700
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),3.560.600,4.148.100,4.735.600
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),3.917.700,4.564.100,5.210.500
568,50.0,106.0,534.1,779.4,-568- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS B PEMERINTAH RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),2.264.100,2.637.700,3.011.200
