page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE SPESIAL,DESKRIPSI SPESIAL CMG,KODE INA- CBG,KELAS RAWAT,A PEMERINTAH,B PEMERINTAH,C PEMERINTAH,D PEMERINTAH
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,1,DD-01-I,Streptokinase,I-4-10-I,1,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,I-4-10-II,1,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,I-4-10-III,1,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,4.900.800,4 .900.800,4 .900.800,4 .900.800
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,2,DD-02-II,Deferiprone,D-4-13-I,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,3,DD-03-II,Deferoksamin,D-4-13-I,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,4,DD-04-II,Deferasirox,D-4-13-I,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,2,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,,,,,3,6.023.500,6 .023.500,6 .023.500,6 .023.500
48,90.5,157.0,498.0,735.9,-47- -48- TARIF INA-CBG REGIONAL 2 TOP UP SPESIAL CMG,,,,,5,DD-05-II,Human Albumin for Septicaemia,A-4-10-I,1,2.166.700,2 .166.700,2 .166.700,2 .166.700
