page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,col_0,col_1,col_2,col_3,col_4,col_5,neurologi/ICU atau HCU neurologi/ HCU setelah tindakan Coiling; c. Layanan dilakukan oleh operator sesuai dengan kewenangan klinis dan kompetensi.
87,70.2,84.3,587.5,681.0,--------- 888888888666666667 ---------,,,,,5,YY-14-III,Trombektomi,G-1-12-I G-1-12-II G-1-12-III,-,39.74,1. Penjaminan tidak dapat dilakukan di RS kelas D; 2. Kriteria pendukung: a. Hasil CT Scan Kepala minimal 64 Slice yang dilakukan pada saat pasien datang ke RS; b. Pasien dirawat diruang ICU neurologi/ICU atau HCU neurologi/ HCU setelah tindakan Trombektomi;
