page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,Harga Dasar Satuan Obat,col_1,Faktor Pelayanan,col_3
2,198.1,626.6,526.5,827.8,,,Kefarmasian,
2,198.1,626.6,526.5,827.8,<Rp50.000,"0,28",,
2,198.1,626.6,526.5,827.8,Rp50.000 sampai dengan Rp250.000,"0,26",,
2,198.1,626.6,526.5,827.8,Rp250.000 sampai dengan Rp500.000,"0,21",,
2,198.1,626.6,526.5,827.8,Rp500.000 sampai dengan Rp1.000.000,"0,16",,
2,198.1,626.6,526.5,827.8,Rp1.000.000 sampai dengan Rp5.000.000,"0,11",,
2,198.1,626.6,526.5,827.8,Rp5.000.000 sampai dengan Rp10.000.000,"0,09",,
2,198.1,626.6,526.5,827.8,≥ Rp10.000.000,"0,07",,
