page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,Ketersediaan
6,338.5,190.0,419.9,218.3,Pasal 6 mengenai besaran tarif atau rasio dokter dan/atau ketersediaan dimaksud dalam Pasal berikut:,,,,,dokter gigi
