page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE SPESIAL,DESKRIPSI SPESIAL CMG,KODE INA- CBG,KELAS RAWAT,A SWASTA,B SWASTA,C SWASTA,D SWASTA
68,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,1,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,S-4-16-II,2,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,S-4-16-III,1,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,4.406.700,4 .406.700,4 .406.700,4 .406.700
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,8,RR-01-II,Subdural Grid Electrode,G-1-10-I,1,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,G-1-10-II,1,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,G-1-10-III,1,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,17.113.200,8 .675.100,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,9,RR-02-II,Contegra,I-1-03-I,1,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-03-II,1,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-03-III,1,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,10,RR-03-III,Temporomandibular Joint (TMJ) Prothesis,M-1-60-I,1,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-60-II,1,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-60-III,1,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,12.193.900,12.193.900,12.193.900,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,1,RR-04-III,Hip Implant,M-1-04-I,1,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,18.493.700,18.493.700,18.493.700,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,Knee Implant,M-1-04-I,1,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.356.500,13.356.500,13.356.500,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,12,RR-05-III,Prostesis Evar/Tevar,I-1-20-I,1,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-20-II,1,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-20-III,1,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,1 22.597.200,-,-,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-I,1,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,1,13.862.000,5 .941.100,4 .544.200,-
69,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,13.862.000,5 .941.100,4 .544.200,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,13.862.000,5 .941.100,4 .544.200,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,14,YY-02-III,Percutaneous Coronary Intervention (PCI),I-1-40-I,1,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-40-II,1,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,I-1-40-III,1,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,3,15.274.900,11.020.000,8 .175.900,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,15,YY-03-III,Keratoplasty,H-1-30-I,1,9.492.700,8 .543.400,7 .594.100,-
70,90.5,157.0,498.0,735.9,-67- -68- TARIF INA-CBG REGIONAL 4 TOP UP SPESIAL CMG,,,,,,,,,2,9.492.700,8 .543.400,7 .594.100,-
