page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE SPESIAL,DESKRIPSI SPESIAL CMG,KODE INA- CBG,KELAS RAWAT,RSCM,RSJP-HK,RSAB-HK,RSK DHARMAIS,RSPON
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,1,RR-04-III,Hip Implant,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8.000.000,1 8.000.000,1 8.000.000,1 8.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,Knee Implant,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.000.000,1 3.000.000,1 3.000.000,1 3.000.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,12,RR-05-III,Prostesis Evar/Tevar,I-1-20-I,1,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-20-II,1,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-20-III,1,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 19.325.000,1 19.325.000,-,-,-
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,13,YY-01-II,Hip Replacement/Knee Replacement,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.099.000,1 3.099.000,1 3.099.000,1 3.099.000
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,14,YY-02-III,Percutaneous Coronary Intervention (PCI),I-1-40-I,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-40-II,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-40-III,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2.860.800,2 2.860.800,2 2.860.800,2 2.860.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,H-1-30-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,H-1-30-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
81,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,16,YY-04-III,Pancreatectomy,B-1-10-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,B-1-10-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,B-1-10-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.777.200,1 2.777.200,1 2.777.200,1 2.777.200
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,17,YY-05-III,Repair of Septal Defect of Heart With Prosthesis,I-1-06-I,1,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-06-II,1,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,I-1-06-III,1,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3.870.000,5 3.870.000,5 3.870.000,5 3.870.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,18,YY-06-III,Stereotactic Surgery & Radiotheraphy,C-4-12-I,1,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,C-4-12-II,1,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,C-4-12-III,1,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,6.478.000,6.478.000,6.478.000,6.478.000,6.478.000
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,19,YY-07-III,Torakotomi,J-1-30-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,J-1-30-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,J-1-30-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
