page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE SPESIAL,DESKRIPSI SPESIAL CMG,KODE INA- CBG,KELAS RAWAT,RSCM,RSJP-HK,RSAB-HK,RSK DHARMAIS,RSPON
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.064.100,1 6.064.100,1 6.064.100,1 6.064.100
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,20,YY-08-III,Lobektomi/Bilobektomi/Pneumonectomi,J-1-10-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,J-1-10-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,J-1-10-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.249.400,1 9.249.400,1 9.249.400,1 9.249.400
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,21,YY-09-III,Vitrectomy,H-1-30-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,H-1-30-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,H-1-30-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.172.800,1 0.172.800,1 0.172.800,1 0.172.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,2,YY-13-III,Coil,G-1-12-I,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,G-1-12-II,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,G-1-12-III,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8.234.900,3 8.234.900,3 8.234.900,3 8.234.900
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,23,YY-14-III,Trombektomi,G-1-12-I,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,G-1-12-II,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,G-1-12-III,1,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7.196.700,2 7.196.700,2 7.196.700,2 7.196.700
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,E-4-10-I,1,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
82,92.6,153.0,496.4,736.5,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,24,YY-15-III,Percutaneous Endoscopy Gastrostomy,E-4-10-II,1,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,E-4-10-III,1,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,2,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,,,,,3,2.308.800,2.308.800,2.308.800,2.308.800,2.308.800
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,25,DD-07-II,Deferiprone,Q-5-44-0,,4.392.000,4.392.000,4.392.000,4.392.000,4.392.000
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,26,DD-08-II,Deferoksamin,,,7.182.000,7.182.000,7.182.000,7.182.000,7.182.000
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,27,DD-09-II,Deferasirox,,,6.312.000,6.312.000,6.312.000,6.312.000,6.312.000
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,28,DD-10-II,Anti Hemofilia Factor,,,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.637.400,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.637.400,1 2.637.400,1 2.637.400,1 2.637.400
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,29,II-01-III,Nuclear Medicine,Z-3-17-0,,2.231.300,2.231.300,2.231.300,2.231.300,2.231.300
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,30,II-02-III,Magnetic Resonance Imaging (MRI),Z-3-16-0,,3.332.900,3.332.900,3.332.900,3.332.900,3.332.900
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,31,II-03-III,Diagnostic and Imaging Procedure of Eye,H-3-13-0,,1.009.200,1.009.200,1.009.200,1.009.200,1.009.200
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,32,YY-10-III,Phacoemulsification,H-2-36-0,,4.512.400,4.512.400,4.512.400,4.512.400,4.512.400
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,3,YY-11-III,Microlaringoscopy,J-3-15-0,,2.133.500,2.133.500,2.133.500,2.133.500,2.133.500
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,34,YY-12-III,Cholangiograph,B-3-11-0,,5.309.900,5.309.900,5.309.900,5.309.900,5.309.900
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,35,YY-16-III,Odontektomi,U-3-16-0,,1.475.200,1.475.200,1.475.200,1.475.200,1.475.200
83,92.6,153.0,496.4,302.7,-79- -80- TARIF INA-CBG REGIONAL 1 TOP UP SPESIAL CMG,,,,,36,YY-17-III,Brakiterapi,C-3-10-0,,1.150.000,1.150.000,1.150.000,1.150.000,1.150.000
