page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,Ketersediaan
6,324.4,578.0,405.7,606.2,"Pasal 6 mengenai besaran tarif dokter atau rasio dokter dan/atau ketersediaan dimaksud dalam Pasal berikut: puskesmas: Ketersediaan Ketersediaan dokter gigi peserta dokter Tersedia rasio dokter gigi dokter Tidak rasio tersedia dokter gigi dokter Tersedia rasio dokter gigi dokter Tidak rasio tersedia dokter gigi tersedia Tersedia dokter gigi tersedia Tidak tersedia dokter gigi pratama, rumah sakit kesehatan yang setara:",,,,,dokter gigi
