page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),2.425.400,2.825.600,3.225.800
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),4.073.900,4.746.100,5.418.300
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),5.547.300,6.462.600,7.377.900
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),3.221.600,3.753.200,4.284.700
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),4.394.000,5.119.000,5.844.000
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),6.082.300,7.085.900,8.089.500
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),2.795.800,3.257.200,3.718.500
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),3.481.400,4.055.900,4.630.300
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),3.715.600,4.328.700,4.941.700
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),1.992.300,2.321.000,2.649.700
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,1,A-4-13-II,INFEKSI VIRAL & NON-BAKTERIAL LAIN (SEDANG),2.532.600,2.950.500,3.368.300
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,12,A-4-13-III,INFEKSI VIRAL & NON-BAKTERIAL LAIN (BERAT),3.039.400,3.540.900,4.042.400
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,13,A-4-14-I,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (RINGAN),2.331.200,2.715.800,3.100.500
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,14,A-4-14-II,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (SEDANG),2.904.300,3.383.500,3.862.700
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,15,A-4-14-III,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (BERAT),3.496.900,4.073.900,4.650.900
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,16,A-4-15-I,INFEKSI HIV (RINGAN),3.659.700,4.263.500,4.867.300
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,17,A-4-15-II,INFEKSI HIV (SEDANG),5.478.000,6.381.900,7.285.800
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,18,A-4-15-III,INFEKSI HIV (BERAT),6.874.500,8.008.800,9.143.100
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,19,B-1-01-I,PENCANGKOKAN HATI (RINGAN),-,-,-
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,20,B-1-01-II,PENCANGKOKAN HATI (SEDANG),-,-,-
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,21,B-1-01-III,PENCANGKOKAN HATI (BERAT),-,-,-
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,2,B-1-10-I,PROSEDUR HATI DAN PANKREAS (RINGAN),8.662.000,10.091.200,11.520.500
498,50.0,106.0,534.1,779.4,-498- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS C SWASTA RAWAT INAP,,,,,23,B-1-10-II,PROSEDUR HATI DAN PANKREAS (SEDANG),14.548.100,16.948.600,19.349.000
