page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,7,YY-10-III,Phacoemulsif ication,H-2-36-0,-,13.41,1. Kriteria penjaminan untuk tindakan Phacoemulsification sesuai dengan Peraturan BPJS Kesehatan; 2. Untuk menghindari potensi moral hazard dilakukan kesepakatan kapasitas antara BPJS Kesehatan dengan FKRTL untuk tindakan Phacoemulsification elektif.
89,70.2,84.3,587.5,701.5,--------- 888888888888888889 ---------,,,,,8,YY-16-III,Odontektomi,U-3-16-0,-,23.19,1. Tarif top up Odontektomi hanya berlaku di rawat jalan; 2. Tindakan odontektomi dilakukan oleh dokter gigi spesialis/ subspesialis sesuai dengan kewenangan klinis dan kompetensinya; 3. Pencabutan gigi yang dilakukan
