page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE SPESIAL,DESKRIPSI SPESIAL CMG,KODE INA- CBG,KELAS RAWAT,A PEMERINTAH,B PEMERINTAH,C PEMERINTAH,D PEMERINTAH
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,3,DD-03-II,Deferoksamin,D-4-13-I,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,4,DD-04-II,Deferasirox,D-4-13-I,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-II,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-13-III,1,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,6.319.800,6 .319.800,6 .319.800,6 .319.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,5,DD-05-II,Human Albumin for Septicaemia,A-4-10-I,1,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,A-4-10-II,1,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,A-4-10-III,1,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,2.273.300,2 .273.300,2 .273.300,2 .273.300
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,6,DD-06-II,Anti Hemofilia Factor,D-4-11-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-11-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,D-4-11-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.395.800,13.395.800,13.395.800,13.395.800
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,L-1-20-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,L-1-20-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,L-1-20-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6.613.600,16.613.600,16.613.600,16.613.600
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,S-4-16-I,1,4.546.500,4 .546.500,4 .546.500,4 .546.500
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,4.546.500,4 .546.500,4 .546.500,4 .546.500
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,4.546.500,4 .546.500,4 .546.500,4 .546.500
72,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,1,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,S-4-16-II,2,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,S-4-16-III,1,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,4.546.500,4 .546.500,4 .546.500,4 .546.500
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,8,RR-01-II,Subdural Grid Electrode,G-1-10-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,G-1-10-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,G-1-10-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.656.000,8 .950.200,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,9,RR-02-II,Contegra,I-1-03-I,1,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,I-1-03-II,1,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,I-1-03-III,1,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,-,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,10,RR-03-III,Temporomandibular Joint (TMJ) Prothesis,M-1-60-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-60-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-60-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.580.700,12.580.700,12.580.700,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,1,RR-04-III,Hip Implant,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9.080.200,19.080.200,19.080.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,Knee Implant,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-04-II,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-04-III,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.780.200,13.780.200,13.780.200,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,12,RR-05-III,Prostesis Evar/Tevar,I-1-20-I,1,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,I-1-20-II,1,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,I-1-20-III,1,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,2,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,,3,126.485.700,-,-,-
73,90.0,157.0,498.6,735.9,-71- -72- TARIF INA-CBG REGIONAL 5 TOP UP SPESIAL CMG,,,,,,,,M-1-04-I,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.885.100,5 .951.100,4 .551.700,-
