page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),3.852.700,4.488.400,5.124.100
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),6.580.800,7.666.600,8.752.400
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),8.872.900,10.337.000,11.801.000
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),5.117.400,5.961.800,6.806.200
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),6.728.300,7.838.500,8.948.600
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),9.200.600,10.718.700,12.236.800
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),3.046.000,3.548.600,4.051.200
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),5.257.800,6.125.400,6.992.900
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),7.575.600,8.825.600,10.075.600
218,50.0,106.0,534.1,779.4,-218- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),2.267.100,2.641.200,3.015.200
