page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),3.918.000,4.564.400,5.210.900
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),6.692.200,7.796.400,8.900.600
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),9.023.200,10.512.000,12.000.900
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),5.204.100,6.062.800,6.921.500
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),6.842.300,7.971.200,9.100.200
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),9.356.400,10.900.300,12.444.100
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),3.097.600,3.608.700,4.119.800
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),5.346.900,6.229.100,7.111.400
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),7.703.900,8.975.100,10.246.200
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),2.305.500,2.685.900,3.066.300
442,50.0,106.0,534.1,779.4,-442- TARIF INA-CBG REGIONAL 4 RUMAH SAKIT KELAS A SWASTA RAWAT INAP,,,,,1,A-4-13-II,INFEKSI VIRAL & NON-BAKTERIAL LAIN (SEDANG),4.074.400,4.746.600,5.418.900
