page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,col_0,col_1,col_2,col_3,col_4,col_5,c. Layanan dilakukan oleh operator sesuai dengan kewenangan klinis dan kompetensinya.
8,70.2,84.3,587.5,701.5,--------- 888888888777777778 ---------,,,,,6,YY-15-III,Percutaneous Endoscopy Gastrostomy,E-4-10-I E-4-10-II E-4-10-III,E43 E44.0 E44.1,43.11,1. Penjaminan tidak dapat dilakukan di RS kelas C dan D; 2. Tarif top up untuk Percutaneous Endoscopy Gastrostomy hanya untuk rawat inap; 3. Standar kriteria sarana prasarana dan kewenangan klinis RS yang berkompetensi melakukan Percutaneous Endoscopy Gastrostomy; 4. Tindakan Percutaneous Endoscopy Gastrostomy hanya untuk indikasi terapeutik.
