page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),3.924.500,4.572.000,5.219.600
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),6.703.400,7.809.400,8.915.500
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),9.038.300,10.529.600,12.020.900
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),5.212.800,6.072.900,6.933.000
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),6.853.700,7.984.500,9.115.400
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),9.372.100,10.918.400,12.464.800
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),3.102.800,3.614.700,4.126.700
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),5.355.800,6.239.500,7.123.200
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),7.716.800,8.990.000,10.263.300
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),2.309.400,2.690.400,3.071.400
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,1,A-4-13-II,INFEKSI VIRAL & NON-BAKTERIAL LAIN (SEDANG),4.081.200,4.754.600,5.427.900
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,12,A-4-13-III,INFEKSI VIRAL & NON-BAKTERIAL LAIN (BERAT),4.897.400,5.705.400,6.513.500
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,13,A-4-14-I,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (RINGAN),2.596.000,3.024.400,3.452.700
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,14,A-4-14-II,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (SEDANG),4.352.900,5.071.100,5.789.300
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,15,A-4-14-III,PENYAKIT INFEKSI BAKTERI DAN PARASIT LAIN-LAIN (BERAT),5.223.400,6.085.300,6.947.100
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,16,A-4-15-I,INFEKSI HIV (RINGAN),20.197.100,23.529.600,26.862.100
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,17,A-4-15-II,INFEKSI HIV (SEDANG),25.152.000,29.302.100,33.452.200
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,18,A-4-15-III,INFEKSI HIV (BERAT),28.414.800,33.103.200,37.791.600
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,19,B-1-01-I,PENCANGKOKAN HATI (RINGAN),318.755.100,371.349.700,423.944.300
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,20,B-1-01-II,PENCANGKOKAN HATI (SEDANG),321.552.900,374.609.100,427.665.300
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,21,B-1-01-III,PENCANGKOKAN HATI (BERAT),324.864.900,378.467.600,432.070.300
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,2,B-1-10-I,PROSEDUR HATI DAN PANKREAS (RINGAN),14.015.800,16.328.400,18.641.000
540,50.0,106.0,534.1,779.4,-540- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A PEMERINTAH RAWAT INAP,,,,,23,B-1-10-II,PROSEDUR HATI DAN PANKREAS (SEDANG),22.207.600,25.871.900,29.536.100
