page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF KELAS 3,TARIF KELAS 2,TARIF KELAS 1
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,1,A-4-10-I,SEPTIKEMIA (RINGAN),1.934.800,2.254.000,2.573.200
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,2,A-4-10-II,SEPTIKEMIA (SEDANG),3.249.800,3.786.000,4.322.200
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,3,A-4-10-III,SEPTIKEMIA (BERAT),4.425.100,5.155.200,5.885.400
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,4,A-4-11-I,INFEKSI SESUDAH OPERASI & TRAUMA (RINGAN),2.569.900,2.993.900,3.417.900
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,5,A-4-11-II,INFEKSI SESUDAH OPERASI & TRAUMA (SEDANG),3.378.800,3.936.300,4.493.800
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,6,A-4-11-III,INFEKSI SESUDAH OPERASI & TRAUMA (BERAT),4.600.300,5.359.300,6.118.400
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,7,A-4-12-I,DEMAM YANG TIDAK DITENTUKAN (RINGAN),2.611.500,3.042.400,3.473.300
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,8,A-4-12-II,DEMAM YANG TIDAK DITENTUKAN (SEDANG),3.252.300,3.788.900,4.325.500
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,9,A-4-12-III,DEMAM YANG TIDAK DITENTUKAN (BERAT),3.471.100,4.043.800,4.616.600
302,50.0,106.0,534.1,779.4,-302- TARIF INA-CBG REGIONAL 2 RUMAH SAKIT KELAS D SWASTA RAWAT INAP,,,,,10,A-4-13-I,INFEKSI VIRAL & NON-BAKTERIAL LAIN (RINGAN),1.694.900,1.974.500,2.254.100
