page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,col_0,col_1,col_2,col_3,col_4,col_5,"odontektomi disebabkan oleh kelainan patologis, bukan semata mata karena posisi anatomi; 4. Dalam hal ketiadaan Sp.BM/Sp.BMMF/do kter gigi spesialis sesuai kewenangan klinisnya di faskes maka tindakan elektif di rujuk ke faskes terdekat yang memiliki Sp.BM/Sp.BMMF/do kter gigi spesialis sesuai kewenangan klinisnya."
90,70.2,84.3,587.5,701.5,--------- 988888888999999990 ---------,,,,,9,YY-17-III,Brakiterapi,C-3-10-0,Z51.0,"92.20, 92.27",1. Penjaminan tidak dapat dilakukan di RS kelas D; 2. Pelayanan Radioterapi diberikan sesuai dengan PNPK atau PPK yang berlaku di fasyankes dan/atau keputusan Tumor Board sesuai dengan ketentuan
