page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,NO,KKOODDEE IINNAA--CCBBGG,DESKRIPSI KODE INA-CBG,TTAARRIIFF IINNAA--CCBBGG
552,50.0,102.5,452.8,786.3,221,Q-5-41-0,PENYAKIT AKUT BESAR LAIN-LAIN,470.800
552,50.0,102.5,452.8,786.3,222,Q-5-42-0,PENYAKIT AKUT KECIL LAIN-LAIN,352.900
552,50.0,102.5,452.8,786.3,223,Q-5-43-0,PENYAKIT KRONIS BESAR LAIN-LAIN,506.200
552,50.0,102.5,452.8,786.3,224,Q-5-44-0,PENYAKIT KRONIS KECIL LAIN-LAIN,399.700
552,50.0,102.5,452.8,786.3,225,T-2-10-0,"PEMULIHAN ALKOHOL, OBAT DAN ATAU TERAPI DETOKSIKASI",230.900
552,50.0,102.5,452.8,786.3,226,U-2-10-0,PROSEDUR BESAR PADA LARING,3.701.700
552,50.0,102.5,452.8,786.3,227,U-2-11-0,PROSEDUR BESAR LAIN-LAIN PADA KEPALA & LEHER,3.046.100
552,50.0,102.5,452.8,786.3,228,U-2-12-0,PROSEDUR PADA SINUS & MASTOID,649.200
552,50.0,102.5,452.8,786.3,229,U-2-13-0,PROSEDUR KELENJAR LUDAH,870.400
552,50.0,102.5,452.8,786.3,230,U-2-14-0,PROSEDUR OPERASI BIBIR SUMBING & LANGIT-LANGIT MULUT,1.711.900
552,50.0,102.5,452.8,786.3,231,U-2-15-0,PROSEDUR OPERASI TONSIL & AMANDEL,1.655.500
552,50.0,102.5,452.8,786.3,232,U-2-21-0,"PROSEDUR BESAR PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",1.227.100
552,50.0,102.5,452.8,786.3,233,U-2-22-0,"PROSEDUR SEDANG PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",633.900
552,50.0,102.5,452.8,786.3,234,U-2-23-0,PROSEDUR PERBAIKAN HIDUNG (RHINOPLASTY),1.975.400
552,50.0,102.5,452.8,786.3,235,U-2-24-0,PROSEDUR KECIL PADA HIDUNG,350.400
552,50.0,102.5,452.8,786.3,236,U-2-25-0,PROSEDUR PADA TELINGA TENGAH,515.200
552,50.0,102.5,452.8,786.3,237,U-2-31-0,PROSEDUR BESAR PADA MULUT DAN LIDAH,829.400
552,50.0,102.5,452.8,786.3,238,U-2-32-0,PROSEDUR KECIL PADA MULUT DAN LIDAH,517.500
552,50.0,102.5,452.8,786.3,239,U-3-10-0,"PROSEDUR SEDANG LAIN-LAIN PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",522.700
553,50.0,102.5,452.8,536.6,240,U-3-11-0,"PROSEDUR KECIL LAIN-LAIN PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",494.800
553,50.0,102.5,452.8,536.6,241,U-3-12-0,PROSEDUR KAUTERISASI & PACKING PADA RONGGA HIDUNG,292.600
553,50.0,102.5,452.8,536.6,242,U-3-13-0,"PROSEDUR DIAGNOSTIK LAIN-LAIN PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",509.200
553,50.0,102.5,452.8,536.6,243,U-3-14-0,"PROSEDUR TES FUNGSI PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",460.900
553,50.0,102.5,452.8,536.6,244,U-3-15-0,"PROSEDUR LAIN-LAIN PADA TELINGA, HIDUNG, MULUT DAN TENGGOROKAN",408.300
553,50.0,102.5,452.8,536.6,245,U-3-16-0,PROSEDUR PADA GIGI,473.300
553,50.0,102.5,452.8,536.6,246,V-2-10-0,PROSEDUR BESAR PADA PENGANGKATAN PROSTAT,3.822.000
553,50.0,102.5,452.8,536.6,247,V-2-11-0,PROSEDUR PADA PENIS,663.300
553,50.0,102.5,452.8,536.6,248,V-2-12-0,PROSEDUR SEDANG PADA PROSTAT DAN SKROTUM,1.375.500
553,50.0,102.5,452.8,536.6,249,V-2-13-0,PROSEDUR KECIL PADA PROSTAT DAN SKROTUM,500.300
553,50.0,102.5,452.8,536.6,250,V-2-14-0,PENGANGKATAN PROSTAT MELALUI TRANSURETHRAL,884.800
553,50.0,102.5,452.8,536.6,251,V-2-15-0,SIRKUMSISI/SUNAT,576.200
553,50.0,102.5,452.8,536.6,252,V-3-10-0,PROSEDUR STERILISASI PADA LAKI-LAKI,506.900
553,50.0,102.5,452.8,536.6,253,V-3-11-0,PROSEDUR DIAGNOSTIK DAN TERAPEUTIK PADA ALAT GENITAL LAKI-LAKI,1.235.500
553,50.0,102.5,452.8,536.6,254,V-3-12-0,PROSEDUR LAIN PADA ALAT GENITAL LAKI-LAKI,1.223.300
553,50.0,102.5,452.8,536.6,255,W-2-10-0,PROSEDUR ABORSI,1.678.800
553,50.0,102.5,452.8,536.6,256,W-2-11-0,"PROSEDUR PELEBARAN, KURETASE DALAM RAHIM & LEHER RAHIM",1.497.700
553,50.0,102.5,452.8,536.6,257,W-2-12-0,PROSEDUR MEMBUKA TUBA YANG TERHALANG/TERGANGGU,1.682.000
553,50.0,102.5,452.8,536.6,258,W-2-13-0,PROSEDUR ENDOSKOPI TUBA YANG TERHALANG/TERGANGGU,1.208.300
553,50.0,102.5,452.8,536.6,259,W-2-21-0,PROSEDUR BESAR PADA FRAKTUR RONGGA PANGGUL TERBUKA,2.949.800
553,50.0,102.5,452.8,536.6,260,W-2-22-0,PROSEDUR KECIL PADA FRAKTUR RONGGA PANGGUL TERBUKA,712.200
553,50.0,102.5,452.8,536.6,261,W-2-23-0,PROSEDUR LAPAROSKOPI GINEKOLOGI,1.591.100
553,50.0,102.5,452.8,536.6,262,W-2-31-0,PROSEDUR PEMBUANGAN RAHIM MELALUI JALAN LAHIR,3.398.200
553,50.0,102.5,452.8,536.6,263,W-2-32-0,PROSEDUR PERBAIKAN CYSTOCELE DAN VULVOVAGINAL INTERMEDIATE,3.143.400
553,50.0,102.5,452.8,536.6,264,W-2-33-0,PROSEDUR KECIL VULVOVAGINAL,1.384.800
553,50.0,102.5,452.8,536.6,265,W-2-34-0,PROSEDUR GINEKOLOGI LAIN-LAIN,584.800
553,50.0,102.5,452.8,536.6,266,W-3-10-0,PROSEDUR KECIL GINEKOLOGI & ENDOSKOPI,1.168.200
553,50.0,102.5,452.8,536.6,267,W-3-11-0,PROSEDUR SEDANG GINEKOLOGI,966.800
553,50.0,102.5,452.8,536.6,268,W-3-12-0,PROSEDUR KECIL GINEKOLOGI,448.100
553,50.0,102.5,452.8,536.6,269,Z-3-10-0,PROSEDUR RADIOSURGICAL,3.512.000
553,50.0,102.5,452.8,536.6,270,Z-3-11-0,EXTRACORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL) SELAIN URINARI DAN SALURAN EMPEDU,3.397.700
553,50.0,102.5,452.8,536.6,271,Z-3-12-0,PROSEDUR REHABILITASI,255.700
553,50.0,102.5,452.8,536.6,272,Z-3-13-0,PROSEDUR KECIL PELAYANAN PENUNJANG LAIN-LAIN,219.600
553,50.0,102.5,452.8,536.6,273,Z-3-14-0,DIAGNOSTIK TIDUR,531.500
553,50.0,102.5,452.8,536.6,274,Z-3-15-0,IMAGING NUKLIR JANTUNG,652.600
553,50.0,102.5,452.8,536.6,275,Z-3-16-0,PROSEDUR MAGNETIC RESONANCE IMAGING (MRI),1.522.900
553,50.0,102.5,452.8,536.6,276,Z-3-17-0,PENGOBATAN NUKLIR,1.745.000
553,50.0,102.5,452.8,536.6,277,Z-3-18-0,CT-SCAN KEPALA,1.489.500
553,50.0,102.5,452.8,536.6,278,Z-3-19-0,CT SCAN LAIN-LAIN,1.805.600
553,50.0,102.5,452.8,536.6,279,Z-3-20-0,IMAGING KONTRAS SALURAN URINARI,903.200
553,50.0,102.5,452.8,536.6,280,Z-3-21-0,IMAGING KONTRAS PEMBULUH DARAH,1.340.400
553,50.0,102.5,452.8,536.6,281,Z-3-22-0,IMAGING KONTRAS LAIN-LAIN,868.300
553,50.0,102.5,452.8,536.6,282,Z-3-23-0,PROSEDUR ULTRASOUND LAIN-LAIN,695.000
553,50.0,102.5,452.8,536.6,283,Z-3-24-0,PROSEDUR ULTRASOUND PEMBULUH DARAH,838.000
553,50.0,102.5,452.8,536.6,284,Z-3-25-0,PROSEDUR ULTRASOUND GINEKOLOGIK,482.200
553,50.0,102.5,452.8,536.6,285,Z-3-26-0,PROSEDUR BESAR RADIOGRAFI,1.140.000
553,50.0,102.5,452.8,536.6,286,Z-3-27-0,PERAWATAN LUKA,235.500
553,50.0,102.5,452.8,536.6,287,Z-3-28-0,IMAGING PAYUDARA,902.200
553,50.0,102.5,452.8,536.6,288,Z-3-29-0,IMAGING LAIN-LAIN,1.919.500
553,50.0,102.5,452.8,536.6,289,Z-3-30-0,FOTOTERAPI,130.100
